Dates,MOM Values
2008-04-29,0.2574
2008-04-28,-0.1765
2008-04-25,-0.4706
2008-04-24,-0.4118
2008-04-23,0.7059
2008-04-22,-0.5662
2008-04-21,-0.4853
2008-04-18,-0.9192
2008-04-17,-3.2158
2008-04-16,-4.2777
2008-04-15,-4.8885
2008-04-14,-4.0781
2008-04-11,-4.1159
2008-04-10,-1.5639
2008-04-09,1.0196
2008-04-08,-1.1959
2008-04-07,-1.6571
2008-04-04,-0.3961
2008-04-03,-0.7894
2008-04-02,-0.8527
2008-04-01,-2.3855
2008-03-31,-3.7519
2008-03-28,-2.9431
2008-03-27,-5.1793
2008-03-26,-2.8083
2008-03-25,-4.4488
2008-03-24,-2.6547
2008-03-20,-3.4650
2008-03-19,-6.6236
2008-03-18,-6.5172
2008-03-17,-8.1307
2008-03-14,-7.3231
2008-03-13,-9.4452
2008-03-12,-11.2954
2008-03-11,-11.0578
2008-03-10,-11.1567
2008-03-07,-9.5388
2008-03-06,-6.7038
2008-03-05,-4.4440
2008-03-04,-4.8303
2008-03-03,-4.4606
2008-02-29,-3.0699
2008-02-28,-2.3381
2008-02-27,-3.0583
2008-02-26,-1.4097
2008-02-25,-2.6460
2008-02-22,-6.7201
2008-02-21,-7.8580
2008-02-20,-5.3849
2008-02-19,-3.5873
2008-02-15,-3.2075
2008-02-14,-4.4951
2008-02-13,-4.8527
2008-02-12,-6.7548
2008-02-11,-8.8344
2008-02-08,-8.7825
2008-02-07,-7.1566
2008-02-06,-6.7535
2008-02-05,-4.1853
2008-02-04,-3.6292
2008-02-01,-4.0316
2008-01-31,-4.9828
2008-01-30,-6.1975
2008-01-29,-8.6560
2008-01-28,-11.7803
2008-01-25,-11.5827
2008-01-24,-12.1388
2008-01-23,-14.4217
2008-01-22,-14.1144
2008-01-18,-13.8644
2008-01-17,-13.2418
2008-01-16,-12.8326
2008-01-15,-13.4576
2008-01-14,-12.1206
2008-01-11,-12.0435
2008-01-10,-10.4493
2008-01-09,-11.2494
2008-01-08,-11.5202
2008-01-07,-8.0858
2008-01-04,-6.4303
2008-01-03,-5.5670
2008-01-02,-5.0794
2007-12-31,-6.6812
2007-12-28,-5.1189
2007-12-27,-4.9131
2007-12-26,-3.2843
2007-12-24,-4.6258
2007-12-21,-5.0074
2007-12-20,-8.1473
2007-12-19,-10.5839
2007-12-18,-9.9044
2007-12-17,-10.5964
2007-12-14,-11.4905
2007-12-13,-11.5557
2007-12-12,-13.6306
2007-12-11,-12.8531
2007-12-10,-8.7599
2007-12-07,-8.7221
2007-12-06,-8.9955
2007-12-05,-10.1357
2007-12-04,-9.2845
2007-12-03,-7.6321
2007-11-30,-6.1064
2007-11-29,-4.7194
2007-11-28,-3.2987
2007-11-27,-4.7962
2007-11-26,-6.6309
2007-11-23,-6.6247
2007-11-21,-7.7239
2007-11-20,-6.7530
2007-11-19,-4.9147
2007-11-16,-3.2990
2007-11-15,-3.3027
2007-11-14,-1.9793
2007-11-13,-1.3717
2007-11-12,-2.5550
2007-11-09,-1.6766
2007-11-08,-0.1985
2007-11-07,1.1592
2007-11-06,-0.6124
2007-11-05,-0.3645
2007-11-02,0.7436
2007-11-01,-1.0134
2007-10-31,1.1957
2007-10-30,0.0875
2007-10-29,0.7728
2007-10-26,2.3913
2007-10-25,0.3572
2007-10-24,-2.4569
2007-10-23,-3.7182
2007-10-22,-2.5590
2007-10-19,-3.2079
2007-10-18,-4.2140
2007-10-17,-5.3072
2007-10-16,-5.8658
2007-10-15,-6.6024
2007-10-12,-6.4743
2007-10-11,-5.7706
2007-10-10,-3.2070
2007-10-09,-2.7206
2007-10-08,-1.6680
2007-10-05,-0.8004
2007-10-04,-1.7249
2007-10-03,0.9277
2007-10-02,1.6355
2007-10-01,2.2912
2007-09-28,2.0837
2007-09-27,2.9059
2007-09-26,2.0024
2007-09-25,2.3378
2007-09-24,1.1052
2007-09-21,1.5691
2007-09-20,1.0717
2007-09-19,0.0805
2007-09-18,-0.7932
2007-09-17,0.0698
2007-09-14,0.9653
2007-09-13,1.1895
2007-09-12,1.3696
2007-09-11,1.1713
2007-09-10,0.3595
2007-09-07,0.3728
2007-09-06,1.1246
2007-09-05,0.4335
2007-09-04,0.2375
2007-08-31,-0.1239
2007-08-30,0.7992
2007-08-29,0.2254
2007-08-28,-1.0347
2007-08-27,0.5273
2007-08-24,-0.1195
2007-08-23,-1.0175
2007-08-22,1.3397
2007-08-21,-0.1959
2007-08-20,-0.4714
2007-08-17,-0.4237
2007-08-16,-3.8030
2007-08-15,-2.6626
2007-08-14,-1.4658
2007-08-13,0.4075
2007-08-10,-1.3185
2007-08-09,-1.3915
2007-08-08,3.3205
2007-08-07,3.6111
2007-08-06,5.0280
2007-08-03,6.2995
2007-08-02,6.8662
2007-08-01,5.5439
2007-07-31,4.9408
2007-07-30,6.3576
2007-07-27,6.0815
2007-07-26,6.8008
2007-07-25,9.9324
2007-07-24,7.5565
2007-07-23,8.1668
2007-07-20,7.1060
2007-07-19,6.5159
2007-07-18,5.5297
2007-07-17,6.3845
2007-07-16,6.2253
2007-07-13,6.1017
2007-07-12,5.7368
2007-07-11,5.4237
2007-07-10,4.7798
2007-07-09,4.3518
2007-07-06,3.2994
2007-07-05,3.6599
2007-07-03,3.1658
2007-07-02,2.7798
2007-06-29,2.5537
2007-06-28,1.1829
2007-06-27,3.2952
2007-06-26,3.6364
2007-06-25,3.5438
2007-06-22,3.9285
2007-06-21,5.4955
2007-06-20,4.0519
2007-06-19,5.2486
2007-06-18,5.2572
2007-06-15,5.9686
2007-06-14,6.8322
2007-06-13,7.2435
2007-06-12,5.7397
2007-06-11,5.9018
2007-06-08,6.5913
2007-06-07,4.8358
2007-06-06,5.6649
2007-06-05,6.4355
2007-06-04,7.0811
2007-06-01,6.8056
2007-05-31,7.8211
2007-05-30,7.6762
2007-05-29,6.4184
2007-05-25,5.4839
2007-05-24,5.6481
2007-05-23,4.6876
2007-05-22,4.0820
2007-05-21,5.6105
2007-05-18,5.8632
2007-05-17,6.1097
2007-05-16,5.7004
2007-05-15,5.5530
2007-05-14,4.9790
2007-05-11,4.2691
2007-05-10,4.2603
2007-05-09,5.2337
2007-05-08,3.5688
2007-05-07,3.0983
2007-05-04,2.1934
2007-05-03,2.0921
2007-05-02,2.0269
2007-05-01,1.6577
2007-04-30,0.9338
2007-04-27,2.9535
2007-04-26,3.5977
2007-04-25,3.9742
2007-04-24,2.6567
2007-04-23,2.9824
2007-04-20,2.1282
2007-04-19,1.9616
2007-04-18,2.5409
2007-04-17,0.5411
2007-04-16,-0.2813
2007-04-13,1.3143
2007-04-12,3.7511
2007-04-11,3.4746
2007-04-10,4.1549
2007-04-09,3.0421
2007-04-05,2.3440
2007-04-04,2.3506
2007-04-03,3.3519
2007-04-02,0.3924
2007-03-30,0.9046
2007-03-29,0.9214
2007-03-28,1.2955
2007-03-27,1.9763
2007-03-26,1.6887
2007-03-23,1.4872
2007-03-22,2.1062
2007-03-21,1.5949
2007-03-20,0.9802
2007-03-19,0.8220
2007-03-16,0.8499
2007-03-15,1.8407
2007-03-14,0.9580
2007-03-13,0.6609
2007-03-12,1.9926
2007-03-09,0.7909
2007-03-08,-0.5088
2007-03-07,-0.7545
2007-03-06,-1.4493
2007-03-05,-1.5885
2007-03-02,-2.4033
2007-03-01,-1.2545
2007-02-28,-1.4436
2007-02-27,-1.9990
2007-02-26,-0.3645
2007-02-23,0.3604
2007-02-22,0.6641
2007-02-21,0.3478
2007-02-20,0.4706
2007-02-16,1.2347
2007-02-15,1.8138
2007-02-14,1.2680
2007-02-13,0.5379
2007-02-12,1.1578
2007-02-09,2.1479
2007-02-08,0.0698
2007-02-07,0.4327
2007-02-06,-0.3389
2007-02-05,1.1538
2007-02-02,0.3822
2007-02-01,1.6874
2007-01-31,1.7883
2007-01-30,0.1875
2007-01-29,-0.1370
2007-01-26,-0.1370
2007-01-25,0.7572
2007-01-24,1.5504
2007-01-23,2.2396
2007-01-22,3.8951
2007-01-19,6.4465
2007-01-18,6.5455
2007-01-17,6.5260
2007-01-16,6.0712
2007-01-12,5.9063
2007-01-11,6.7632
2007-01-10,7.5044
2007-01-09,5.3526
2007-01-08,4.0688
2007-01-05,4.7879
2007-01-04,5.8236
2007-01-03,5.0825
2006-12-29,4.6074
2006-12-28,5.0462
2006-12-27,4.6938
2006-12-26,4.8229
2006-12-22,3.9030
2006-12-21,6.1911
2006-12-20,5.9544
2006-12-19,5.6312
2006-12-18,4.4512
2006-12-15,5.3163
2006-12-14,4.5168
2006-12-13,5.8453
2006-12-12,7.6579
2006-12-11,8.0805
2006-12-08,8.0239
2006-12-07,7.8440
2006-12-06,8.7299
2006-12-05,9.5848
2006-12-04,9.0860
2006-12-01,9.8836
2006-11-30,9.0906
2006-11-29,10.2987
2006-11-28,9.3693
2006-11-27,9.1020
2006-11-24,10.8327
2006-11-22,10.1293
2006-11-21,12.3307
2006-11-20,11.2191
2006-11-17,12.2404
2006-11-16,11.6061
2006-11-15,9.3025
2006-11-14,7.6751
2006-11-13,7.5888
2006-11-10,7.9191
2006-11-09,7.4652
2006-11-08,8.6014
2006-11-07,7.0636
2006-11-06,4.7067
2006-11-03,3.3989
2006-11-02,2.0408
2006-11-01,2.2348
2006-10-31,2.3210
2006-10-30,1.8683
2006-10-27,0.8264
2006-10-26,0.2228
2006-10-25,3.0755
2006-10-24,5.8923
2006-10-23,4.9151
2006-10-20,3.9809
2006-10-19,3.7725
2006-10-18,3.7305
2006-10-17,2.0471
2006-10-16,2.4991
2006-10-13,2.3695
2006-10-12,3.8261
2006-10-11,2.7110
2006-10-10,3.6000
2006-10-09,2.9071
2006-10-06,3.7904
2006-10-05,2.8955
2006-10-04,0.3840
2006-10-03,0.4710
2006-10-02,0.8596
2006-09-29,-1.0976
2006-09-28,-1.9339
2006-09-27,0.3928
2006-09-26,0.2556
2006-09-25,0.5455
2006-09-22,-1.4600
2006-09-21,-3.2312
2006-09-20,-3.6819
2006-09-19,-3.7142
2006-09-18,-3.2122
2006-09-15,-3.9428
2006-09-14,-3.4847
2006-09-13,-3.3523
2006-09-12,-5.2692
2006-09-11,-6.3655
2006-09-08,-6.8408
2006-09-07,-6.2823
2006-09-06,-6.5571
2006-09-05,-5.5381
2006-09-01,-5.9674
2006-08-31,-7.6295
2006-08-30,-6.8275
2006-08-29,-7.6541
2006-08-28,-7.5369
2006-08-25,-7.5821
2006-08-24,-4.6365
2006-08-23,-0.2313
2006-08-22,-0.4515
2006-08-21,-2.7573
2006-08-18,-2.3394
2006-08-17,-1.8356
2006-08-16,-1.0834
2006-08-15,-3.7595
2006-08-14,-5.8100
2006-08-11,-5.2859
2006-08-10,-4.8343
2006-08-09,-3.3428
2006-08-08,-4.0442
2006-08-07,-2.3192
2006-08-04,-2.0686
2006-08-03,-4.1158
2006-08-02,-5.0750
2006-08-01,-4.6097
2006-07-31,-3.8009
2006-07-28,-3.4788
2006-07-27,-5.5045
2006-07-26,-4.2661
2006-07-25,-2.3335
2006-07-24,-4.8459
2006-07-21,-7.0577
2006-07-20,-4.7995
2006-07-19,-3.5829
2006-07-18,-6.4440
2006-07-17,-5.2960
2006-07-14,-5.9635
2006-07-13,-3.9033
2006-07-12,-1.9026
2006-07-11,-1.1019
2006-07-10,-2.4819
2006-07-07,-3.3174
2006-07-06,-2.8731
2006-07-05,-4.0375
2006-07-03,-3.4854
2006-06-30,-2.3640
2006-06-29,-1.1985
2006-06-28,-0.2720
2006-06-27,-0.1025
2006-06-26,0.8867
2006-06-23,0.3291
2006-06-22,2.6920
2006-06-21,3.8163
2006-06-20,3.9709
2006-06-19,3.7281
2006-06-16,4.7929
2006-06-15,4.6342
2006-06-14,3.0509
2006-06-13,-0.4925
2006-06-12,-0.1978
2006-06-09,1.3358
2006-06-08,2.8206
2006-06-07,2.3861
2006-06-06,1.5638
2006-06-05,3.2153
2006-06-02,3.9041
2006-06-01,4.0393
2006-05-31,3.8172
2006-05-30,3.2509
2006-05-26,5.0306
2006-05-25,5.1506
2006-05-24,5.1420
2006-05-23,7.5599
2006-05-22,7.9964
2006-05-19,7.9439
2006-05-18,7.2687
2006-05-17,7.7706
2006-05-16,10.0313
2006-05-15,9.1025
2006-05-12,10.3466
2006-05-11,11.0986
2006-05-10,11.8066
2006-05-09,9.6735
2006-05-08,9.4738
2006-05-05,10.3941
2006-05-04,8.7390
2006-05-03,9.1456
2006-05-02,8.8246
2006-05-01,8.0684
2006-04-28,7.8473
2006-04-27,8.1255
2006-04-26,9.1314
2006-04-25,8.9744
2006-04-24,10.0516
2006-04-21,10.4868
2006-04-20,10.3774
2006-04-19,10.0703
2006-04-18,9.0779
2006-04-17,7.8105
2006-04-13,8.2811
2006-04-12,10.8324
2006-04-11,8.4375
2006-04-10,8.9284
2006-04-07,7.9444
2006-04-06,9.4086
2006-04-05,8.3692
2006-04-04,8.4601
2006-04-03,8.4086
2006-03-31,7.1651
2006-03-30,7.3442
2006-03-29,7.6874
2006-03-28,5.9349
2006-03-27,6.4134
2006-03-24,6.3647
2006-03-23,6.4830
2006-03-22,7.2240
2006-03-21,6.5623
2006-03-20,5.8090
2006-03-17,4.9768
2006-03-16,4.6964
2006-03-15,4.3534
2006-03-14,3.2576
2006-03-13,2.9787
2006-03-10,3.2485
2006-03-09,1.8317
2006-03-08,1.2819
2006-03-07,2.1851
2006-03-06,1.5584
2006-03-03,2.6476
2006-03-02,1.6726
2006-03-01,1.7512
2006-02-28,1.0968
2006-02-27,2.7350
2006-02-24,3.1476
2006-02-23,3.2388
2006-02-22,3.2899
2006-02-21,2.6324
2006-02-17,2.6250
2006-02-16,2.5954
2006-02-15,2.3535
2006-02-14,2.3756
2006-02-13,2.9990
2006-02-10,2.6308
2006-02-09,2.6151
2006-02-08,2.1313
2006-02-07,1.2859
2006-02-06,1.4493
2006-02-03,1.3285
2006-02-02,3.3745
2006-02-01,2.8204
2006-01-31,0.6181
2006-01-30,1.4421
2006-01-27,1.6553
2006-01-26,2.3941
2006-01-25,0.5754
2006-01-24,2.0957
2006-01-23,1.4279
2006-01-20,0.7542
2006-01-19,2.2308
2006-01-18,2.2456
2006-01-17,3.0106
2006-01-13,3.3242
2006-01-12,3.7635
2006-01-11,3.3471
2006-01-10,3.7619
2006-01-09,2.7844
2006-01-06,1.8731
2006-01-05,2.3216
2006-01-04,3.8383
2006-01-03,2.4139
2005-12-30,1.5145
2005-12-29,3.0670
2005-12-28,2.8257
2005-12-27,2.3363
2005-12-23,3.7330
2005-12-22,2.7913
2005-12-21,2.8030
2005-12-20,2.2024
2005-12-19,2.0800
2005-12-16,2.1882
2005-12-15,2.8394
2005-12-14,2.6714
2005-12-13,2.6337
2005-12-12,1.7763
2005-12-09,1.8668
2005-12-08,2.2147
2005-12-07,2.3834
2005-12-06,3.6570
2005-12-05,4.4345
2005-12-02,5.0933
2005-12-01,5.3275
2005-11-30,3.5401
2005-11-29,3.7478
2005-11-28,2.8973
2005-11-25,3.0046
2005-11-23,3.9115
2005-11-22,2.8065
2005-11-21,2.9195
2005-11-18,1.2791
2005-11-17,2.3497
2005-11-16,2.2642
2005-11-15,1.5765
2005-11-14,1.5178
2005-11-11,-0.2751
2005-11-10,-0.4712
2005-11-09,-1.2605
2005-11-08,-1.6419
2005-11-07,-0.4388
2005-11-04,-1.3659
2005-11-03,-1.1535
2005-11-02,-1.9320
2005-11-01,-1.9391
2005-10-31,-1.7763
2005-10-28,-0.7006
2005-10-27,-2.1019
2005-10-26,-0.8280
2005-10-25,-0.3468
2005-10-24,0.5520
2005-10-21,-0.9129
2005-10-20,0.9483
2005-10-19,1.0569
2005-10-18,0.9760
2005-10-17,0.9200
2005-10-14,1.0476
2005-10-13,0.0649
2005-10-12,1.1114
2005-10-11,0.8480
2005-10-10,1.5139
2005-10-07,1.0964
2005-10-06,1.0487
2005-10-05,0.6727
2005-10-04,1.5211
2005-10-03,0.8421
2005-09-30,1.7608
2005-09-29,1.0258
2005-09-28,1.8153
2005-09-27,1.4539
2005-09-26,0.1164
2005-09-23,-0.8041
2005-09-22,-1.2924
2005-09-21,-1.1657
2005-09-20,-0.9021
2005-09-19,-0.5126
2005-09-16,-0.0948
2005-09-15,0.7309
2005-09-14,-0.7027
2005-09-13,0.6824
2005-09-12,-0.4323
2005-09-09,2.8045
2005-09-08,1.6813
2005-09-07,2.1041
2005-09-06,3.3041
2005-09-02,1.9204
2005-09-01,2.1927
2005-08-31,3.1684
2005-08-30,2.3428
2005-08-29,2.2675
2005-08-26,2.0244
2005-08-25,2.1537
2005-08-24,3.1405
2005-08-23,2.1543
2005-08-22,2.3949
2005-08-19,1.6177
2005-08-18,1.7009
2005-08-17,1.4058
2005-08-16,0.6847
2005-08-15,2.1543
2005-08-12,1.7007
2005-08-11,2.5840
2005-08-10,1.6286
2005-08-09,2.8976
2005-08-08,2.1151
2005-08-05,3.3418
2005-08-04,2.8342
2005-08-03,3.5322
2005-08-02,3.1233
2005-08-01,3.1021
2005-07-29,3.0457
2005-07-28,3.5886
2005-07-27,4.4346
2005-07-26,4.8294
2005-07-25,3.9199
2005-07-22,4.0891
2005-07-21,3.4699
2005-07-20,4.0677
2005-07-19,2.9128
2005-07-18,3.6987
2005-07-15,3.3266
2005-07-14,3.4947
2005-07-13,3.8387
2005-07-12,3.5430
2005-07-11,4.5770
2005-07-08,3.9876
2005-07-07,4.5285
2005-07-06,3.4938
2005-07-05,5.4841
2005-07-01,4.1549
2005-06-30,6.3494
2005-06-29,2.6928
2005-06-28,4.0642
2005-06-27,3.5216
2005-06-24,1.8822
2005-06-23,2.4195
2005-06-22,3.4694
2005-06-21,2.5556
2005-06-20,3.7448
2005-06-17,4.1267
2005-06-16,3.8782
2005-06-15,4.4561
2005-06-14,3.4126
2005-06-13,4.2952
2005-06-10,4.5340
2005-06-09,4.6266
2005-06-08,5.2566
2005-06-07,5.2309
2005-06-06,6.3340
2005-06-03,5.6714
2005-06-02,5.2143
2005-06-01,5.1427
2005-05-31,4.9180
2005-05-27,4.4871
2005-05-26,4.5502
2005-05-25,2.2639
2005-05-24,3.3685
2005-05-23,3.0929
2005-05-20,2.9322
2005-05-19,2.7059
2005-05-18,2.6648
2005-05-17,2.0095
2005-05-16,1.6009
2005-05-13,1.6333
2005-05-12,3.8198
2005-05-11,3.9880
2005-05-10,4.2619
2005-05-09,3.9108
2005-05-06,4.9640
2005-05-05,4.9289
2005-05-04,5.7082
2005-05-03,4.9780
2005-05-02,4.0161
2005-04-29,3.9319
2005-04-28,3.0121
2005-04-27,3.9459
2005-04-26,3.4123
2005-04-25,4.0161
2005-04-22,2.6400
2005-04-21,4.0554
2005-04-20,3.4905
2005-04-19,4.0384
2005-04-18,3.6223
2005-04-15,3.5177
2005-04-14,5.1639
2005-04-13,5.8294
2005-04-12,6.1502
2005-04-11,6.0834
2005-04-08,6.2975
2005-04-07,6.5993
2005-04-06,6.3319
2005-04-05,5.9611
2005-04-04,5.3811
2005-04-01,5.3406
2005-03-31,4.7874
2005-03-30,5.6970
2005-03-29,4.8115
2005-03-28,4.4927
2005-03-24,4.3627
2005-03-23,4.2860
2005-03-22,5.0141
2005-03-21,4.6284
2005-03-18,4.6225
2005-03-17,5.0130
2005-03-16,4.2368
2005-03-15,4.8783
2005-03-14,4.2469
2005-03-11,3.9736
2005-03-10,3.4929
2005-03-09,3.4013
2005-03-08,3.4166
2005-03-07,3.2563
2005-03-04,3.6550
2005-03-03,3.1207
2005-03-02,1.7161
2005-03-01,2.1973
2005-02-28,1.9736
2005-02-25,1.8199
2005-02-24,1.0617
2005-02-23,0.3799
2005-02-22,-0.2719
2005-02-18,0.1564
2005-02-17,0.1103
2005-02-16,-0.4060
2005-02-15,-0.4044
2005-02-14,-0.3986
2005-02-11,-0.2166
2005-02-10,0.3766
2005-02-09,0.5242
2005-02-08,-0.3634
2005-02-07,-1.1322
2005-02-04,-1.2231
2005-02-03,-1.3768
2005-02-02,-1.0763
2005-02-01,-2.6628
2005-01-31,-2.9004
2005-01-28,-2.8515
2005-01-27,-2.1386
2005-01-26,-2.8445
2005-01-25,-3.1170
2005-01-24,-2.6278
2005-01-21,-1.7053
2005-01-20,-0.6796
2005-01-19,0.3174
2005-01-18,1.0357
2005-01-14,-0.0321
2005-01-13,0.6564
2005-01-12,1.5232
2005-01-11,0.7753
2005-01-10,0.9080
2005-01-07,0.2796
2005-01-06,0.4820
2005-01-05,1.3949
2005-01-04,0.4598
2005-01-03,1.1169
2004-12-31,2.0937
2004-12-30,2.0105
2004-12-29,1.4470
2004-12-28,2.2717
2004-12-27,2.1600
2004-12-23,2.4395
2004-12-22,2.5868
2004-12-21,2.3418
2004-12-20,2.3134
2004-12-17,1.3801
2004-12-16,-0.0568
2004-12-15,0.7725
2004-12-14,0.3624
2004-12-13,0.2720
2004-12-10,0.6960
2004-12-09,1.3723
2004-12-08,0.4742
2004-12-07,1.0059
2004-12-06,1.2661
2004-12-03,1.7200
2004-12-02,0.9670
2004-12-01,0.1451
2004-11-30,-0.6725
2004-11-29,-0.9231
2004-11-26,-0.2049
2004-11-24,0.4638
2004-11-23,0.4295
2004-11-22,-0.0727
2004-11-19,-0.1220
2004-11-18,1.2525
2004-11-17,0.6326
2004-11-16,0.1641
2004-11-15,0.7908
2004-11-12,0.3797
2004-11-11,1.4738
2004-11-10,0.9632
2004-11-09,0.5848
2004-11-08,0.0557
2004-11-05,-0.6405
2004-11-04,-1.3298
2004-11-03,0.1671
2004-11-02,-0.5361
2004-11-01,-0.3551
2004-10-29,-0.2437
2004-10-28,-0.6057
2004-10-27,-0.1462
2004-10-26,-0.6754
2004-10-25,-0.5013
2004-10-22,0.1253
2004-10-21,-0.0835
2004-10-20,-0.3141
2004-10-19,0.4494
2004-10-18,1.4299
2004-10-15,0.2649
2004-10-14,-0.3798
2004-10-13,-0.2273
2004-10-12,-0.2130
2004-10-11,-0.1995
2004-10-08,0.4311
2004-10-07,1.7451
2004-10-06,3.0170
2004-10-05,3.2573
2004-10-04,3.7936
2004-10-01,3.7386
2004-09-30,2.8485
2004-09-29,1.7027
2004-09-28,2.6771
2004-09-27,2.4904
2004-09-24,2.9221
2004-09-23,2.6998
2004-09-22,2.5214
2004-09-21,3.2732
2004-09-20,3.4120
2004-09-17,3.7460
2004-09-16,3.7096
2004-09-15,3.1663
2004-09-14,3.2017
2004-09-13,3.1888
2004-09-10,2.2731
2004-09-09,2.0557
2004-09-08,2.8137
2004-09-07,2.0022
2004-09-03,2.0552
2004-09-02,2.1745
2004-09-01,2.0324
2004-08-31,2.0320
2004-08-30,1.5802
2004-08-27,1.8926
2004-08-26,1.6501
2004-08-25,2.4003
2004-08-24,1.5845
2004-08-23,1.4589
2004-08-20,1.3891
2004-08-19,1.6381
2004-08-18,1.9515
2004-08-17,2.5051
2004-08-16,3.5054
2004-08-13,2.1983
2004-08-12,2.5301
2004-08-11,2.8293
2004-08-10,2.3647
2004-08-09,2.7738
2004-08-06,2.5172
2004-08-05,3.7793
2004-08-04,5.2702
2004-08-03,5.4366
2004-08-02,5.2216
2004-07-30,5.4972
2004-07-29,4.9554
2004-07-28,4.0007
2004-07-27,3.3287
2004-07-26,2.5103
2004-07-23,2.8280
2004-07-22,3.4017
2004-07-21,3.1338
2004-07-20,3.4891
2004-07-19,3.5441
2004-07-16,4.1944
2004-07-15,3.9942
2004-07-14,4.7334
2004-07-13,4.9987
2004-07-12,4.4187
2004-07-09,4.6391
2004-07-08,4.8045
2004-07-07,4.9476
2004-07-06,5.0164
2004-07-02,6.1422
2004-07-01,6.6128
2004-06-30,6.7891
2004-06-29,6.3800
2004-06-28,6.1513
2004-06-25,6.8795
2004-06-24,6.0758
2004-06-23,6.0423
2004-06-22,5.9011
2004-06-21,5.5002
2004-06-18,5.2940
2004-06-17,4.9410
2004-06-16,5.7223
2004-06-15,6.0102
2004-06-14,5.5118
2004-06-10,5.9672
2004-06-09,6.1809
2004-06-08,6.1859
2004-06-07,5.9583
2004-06-04,5.5816
2004-06-03,4.9717
2004-06-02,5.7192
2004-06-01,4.5982
2004-05-28,4.3426
2004-05-27,4.5647
2004-05-26,3.8354
2004-05-25,3.5384
2004-05-24,3.0823
2004-05-21,2.3815
2004-05-20,1.3791
2004-05-19,1.3115
2004-05-18,0.4142
2004-05-17,0.0069
2004-05-14,0.5591
2004-05-13,0.3865
2004-05-12,0.1726
2004-05-11,-0.4073
2004-05-10,-0.5384
2004-05-07,0.6627
2004-05-06,0.0759
2004-05-05,0.3727
2004-05-04,-0.2347
2004-05-03,-0.5246
2004-04-30,-1.2632
2004-04-29,-0.9250
2004-04-28,-0.3935
2004-04-27,-0.6212
2004-04-26,-0.7800
2004-04-23,-1.4081
2004-04-22,-0.9204
2004-04-21,-2.0312
2004-04-20,-2.5065
2004-04-19,-1.8645
2004-04-16,-1.3075
2004-04-15,-0.9705
2004-04-14,-0.5578
2004-04-13,0.1304
2004-04-12,0.0076
2004-04-08,-0.0220
2004-04-07,-0.0140
2004-04-06,0.0563
2004-04-05,0.5862
2004-04-02,-0.6190
2004-04-01,-1.8389
2004-03-31,-1.3430
2004-03-30,-2.4245
2004-03-29,-2.0336
2004-03-26,-2.4821
2004-03-25,-1.6285
2004-03-24,-2.2217
2004-03-23,-2.3246
2004-03-22,-2.7727
2004-03-19,-1.8562
2004-03-18,-1.4153
2004-03-17,-1.4564
2004-03-16,-1.6706
2004-03-15,-1.5183
2004-03-12,-1.2556
2004-03-11,-1.1666
2004-03-10,-0.1326
2004-03-09,0.3296
2004-03-08,0.4415
2004-03-05,0.8824
2004-03-04,0.9028
2004-03-03,1.2890
2004-03-02,1.8123
2004-03-01,2.7555
2004-02-27,2.9814
2004-02-26,2.2226
2004-02-25,3.0445
2004-02-24,3.1048
2004-02-23,3.5803
2004-02-20,3.7060
2004-02-19,4.6004
2004-02-18,3.8854
2004-02-17,4.2980
2004-02-13,4.6689
2004-02-12,4.4831
2004-02-11,4.3115
2004-02-10,3.7751
2004-02-09,3.9195
2004-02-06,3.7545
2004-02-05,3.7820
2004-02-04,2.8949
2004-02-03,2.5443
2004-02-02,2.5511
2004-01-30,1.3821
2004-01-29,2.0973
2004-01-28,1.1277
2004-01-27,1.9735
2004-01-26,2.9472
2004-01-23,2.1923
2004-01-22,2.8664
2004-01-21,3.3546
2004-01-20,3.2644
2004-01-16,3.7461
2004-01-15,2.9559
2004-01-14,3.2915
2004-01-13,2.5016
2004-01-12,2.8034
2004-01-09,4.6458
2004-01-08,4.7970
2004-01-07,4.2339
2004-01-06,4.2260
2004-01-05,4.1717
2004-01-02,3.8154
2003-12-31,3.4598
2003-12-30,3.5766
2003-12-29,3.2403
2003-12-26,3.1840
2003-12-24,3.0056
2003-12-23,3.3017
2003-12-22,3.3076
2003-12-19,3.3346
2003-12-18,3.5944
2003-12-17,3.3328
2003-12-16,2.9397
2003-12-15,2.4104
2003-12-12,2.8833
2003-12-11,3.0071
2003-12-10,3.2241
2003-12-09,2.9426
2003-12-08,3.6151
2003-12-05,3.0161
2003-12-04,3.4782
2003-12-03,2.4220
2003-12-02,2.1256
2003-12-01,1.6400
2003-11-28,1.6548
2003-11-26,2.0653
2003-11-25,1.7914
2003-11-24,2.4368
2003-11-21,2.3067
2003-11-20,2.6025
2003-11-19,2.7054
2003-11-18,1.8273
2003-11-17,2.0217
2003-11-14,1.5479
2003-11-13,1.4950
2003-11-12,0.5957
2003-11-11,0.4313
2003-11-10,0.9859
2003-11-07,1.3145
2003-11-06,1.8828
2003-11-05,1.9787
2003-11-04,2.3484
2003-11-03,2.2114
2003-10-31,2.4305
2003-10-30,3.0193
2003-10-29,2.8550
2003-10-28,1.6843
2003-10-27,2.1224
2003-10-24,2.2594
2003-10-23,2.4374
2003-10-22,2.5471
2003-10-21,3.1140
